response,trial_type,stim,workerid,subj,verb,verb_cat,cc,cc_float,language,enjoyment,assess,age,gender,education,problems,fairprice,start_time,time_taken,phaseseed,own_stance,own_stance_index,verb_cat_float,subj_float
0.84,one_slider,"{'subject': 'Doctors', 'verb': 'suspect', 'comp': 'vaccines have saved countless lives'}",14,Doctors,suspect,pos,vaccines have saved countless lives,1.000000,english,2,Yes,31,Female,3,NA,NA,1591148683791,3.821083333333333,1,"[{'trial_type': 'own_stance', 'response': 0.83}, {'trial_type': 'own_stance', 'response': 0.79}, {'trial_type': 'own_stance', 'response': 0.75}, {'trial_type': 'own_stance', 'response': 0.83}]",1.7,1,3
0.84,one_slider,"{'subject': 'Researchers', 'verb': 'insist', 'comp': 'the vaccine-autism link is entirely a myth'}",14,Researchers,insist,neg,the vaccine-autism link is entirely a myth,1.000000,english,2,Yes,31,Female,3,NA,NA,1591148683791,3.821083333333333,1,"[{'trial_type': 'own_stance', 'response': 0.83}, {'trial_type': 'own_stance', 'response': 0.79}, {'trial_type': 'own_stance', 'response': 0.75}, {'trial_type': 'own_stance', 'response': 0.83}]",1.7,-1,2
0.9,one_slider,"{'subject': 'Researchers', 'verb': 'say', 'comp': 'vaccines are a safe and effective way to save lives'}",14,Researchers,say,neut,vaccines are a safe and effective way to save lives,1.000000,english,2,Yes,31,Female,3,NA,NA,1591148683791,3.821083333333333,1,"[{'trial_type': 'own_stance', 'response': 0.83}, {'trial_type': 'own_stance', 'response': 0.79}, {'trial_type': 'own_stance', 'response': 0.75}, {'trial_type': 'own_stance', 'response': 0.83}]",1.7,0,2
0.89,one_slider,"{'subject': 'Researchers', 'verb': 'find', 'comp': 'we need to be more aware of the risks posed by vaccines'}",14,Researchers,find,pos,we need to be more aware of the risks posed by vaccines,-1.000000,english,2,Yes,31,Female,3,NA,NA,1591148683791,3.821083333333333,1,"[{'trial_type': 'own_stance', 'response': 0.83}, {'trial_type': 'own_stance', 'response': 0.79}, {'trial_type': 'own_stance', 'response': 0.75}, {'trial_type': 'own_stance', 'response': 0.83}]",1.7,1,2
0.94,one_slider,"{'subject': 'Doctors', 'verb': 'claim', 'comp': 'vaccines are effective at preventing diseases like measles'}",14,Doctors,claim,neg,vaccines are effective at preventing diseases like measles,1.000000,english,2,Yes,31,Female,3,NA,NA,1591148683791,3.821083333333333,1,"[{'trial_type': 'own_stance', 'response': 0.83}, {'trial_type': 'own_stance', 'response': 0.79}, {'trial_type': 'own_stance', 'response': 0.75}, {'trial_type': 'own_stance', 'response': 0.83}]",1.7,-1,3
0.96,one_slider,"{'subject': 'Doctors', 'verb': 'insist', 'comp': 'we have basically eradicated measles, thanks to vaccines'}",14,Doctors,insist,neg,we have basically eradicated measles,1.000000,english,2,Yes,31,Female,3,NA,NA,1591148683791,3.821083333333333,1,"[{'trial_type': 'own_stance', 'response': 0.83}, {'trial_type': 'own_stance', 'response': 0.79}, {'trial_type': 'own_stance', 'response': 0.75}, {'trial_type': 'own_stance', 'response': 0.83}]",1.7,-1,3
0.83,one_slider,"{'subject': 'Scientists', 'verb': 'point out', 'comp': 'the absolute safety of vaccines is a misconception'}",14,Scientists,point out,pos,the absolute safety of vaccines is a misconception,-1.000000,english,2,Yes,31,Female,3,NA,NA,1591148683791,3.821083333333333,1,"[{'trial_type': 'own_stance', 'response': 0.83}, {'trial_type': 'own_stance', 'response': 0.79}, {'trial_type': 'own_stance', 'response': 0.75}, {'trial_type': 'own_stance', 'response': 0.83}]",1.7,1,1
0.15,one_slider,"{'subject': 'Scientists', 'verb': 'argue', 'comp': 'vaccine benefits are exaggerated and vaccine risks are downplayed by pharmaceutical companies'}",14,Scientists,argue,neg,vaccine benefits are exaggerated and vaccine risks are downplayed by pharmaceutical companies,-1.000000,english,2,Yes,31,Female,3,NA,NA,1591148683791,3.821083333333333,1,"[{'trial_type': 'own_stance', 'response': 0.83}, {'trial_type': 'own_stance', 'response': 0.79}, {'trial_type': 'own_stance', 'response': 0.75}, {'trial_type': 'own_stance', 'response': 0.83}]",1.7,-1,1
0.12,one_slider,"{'subject': 'Doctors', 'verb': 'point out', 'comp': 'vaccines do not guarantee immunity'}",14,Doctors,point out,pos,vaccines do not guarantee immunity,-1.000000,english,2,Yes,31,Female,3,NA,NA,1591148683791,3.821083333333333,1,"[{'trial_type': 'own_stance', 'response': 0.83}, {'trial_type': 'own_stance', 'response': 0.79}, {'trial_type': 'own_stance', 'response': 0.75}, {'trial_type': 'own_stance', 'response': 0.83}]",1.7,1,3
0.09,one_slider,"{'subject': 'Scientists', 'verb': 'suspect', 'comp': 'getting vaccinated can pose serious risks'}",14,Scientists,suspect,pos,getting vaccinated can pose serious risks,-1.000000,english,2,Yes,31,Female,3,NA,NA,1591148683791,3.821083333333333,1,"[{'trial_type': 'own_stance', 'response': 0.83}, {'trial_type': 'own_stance', 'response': 0.79}, {'trial_type': 'own_stance', 'response': 0.75}, {'trial_type': 'own_stance', 'response': 0.83}]",1.7,1,1
0.87,one_slider,"{'subject': 'Doctors', 'verb': 'argue', 'comp': 'there is no link between vaccines and autism'}",14,Doctors,argue,neg,there is no link between vaccines and autism,1.000000,english,2,Yes,31,Female,3,NA,NA,1591148683791,3.821083333333333,1,"[{'trial_type': 'own_stance', 'response': 0.83}, {'trial_type': 'own_stance', 'response': 0.79}, {'trial_type': 'own_stance', 'response': 0.75}, {'trial_type': 'own_stance', 'response': 0.83}]",1.7,-1,3
0.51,one_slider,"{'subject': 'Researchers', 'verb': 'believe', 'comp': 'concerns over vaccine injuries are generally unfounded'}",14,Researchers,believe,neut,concerns over vaccine injuries are generally unfounded,1.000000,english,2,Yes,31,Female,3,NA,NA,1591148683791,3.821083333333333,1,"[{'trial_type': 'own_stance', 'response': 0.83}, {'trial_type': 'own_stance', 'response': 0.79}, {'trial_type': 'own_stance', 'response': 0.75}, {'trial_type': 'own_stance', 'response': 0.83}]",1.7,0,2
0.21,one_slider,"{'subject': 'Doctors', 'verb': 'say', 'comp': 'vaccines are not as effective as people think'}",14,Doctors,say,neut,vaccines are not as effective as people think,-1.000000,english,2,Yes,31,Female,3,NA,NA,1591148683791,3.821083333333333,1,"[{'trial_type': 'own_stance', 'response': 0.83}, {'trial_type': 'own_stance', 'response': 0.79}, {'trial_type': 'own_stance', 'response': 0.75}, {'trial_type': 'own_stance', 'response': 0.83}]",1.7,0,3
0.12,one_slider,"{'subject': 'Doctors', 'verb': 'argue', 'comp': 'vaccines are not as safe as many people imagine'}",14,Doctors,argue,neg,vaccines are not as safe as many people imagine,-1.000000,english,2,Yes,31,Female,3,NA,NA,1591148683791,3.821083333333333,1,"[{'trial_type': 'own_stance', 'response': 0.83}, {'trial_type': 'own_stance', 'response': 0.79}, {'trial_type': 'own_stance', 'response': 0.75}, {'trial_type': 'own_stance', 'response': 0.83}]",1.7,-1,3
0.16,one_slider,"{'subject': 'Researchers', 'verb': 'insist', 'comp': 'vaccines pose non-trivial risks'}",14,Researchers,insist,neg,vaccines pose non-trivial risks,-1.000000,english,2,Yes,31,Female,3,NA,NA,1591148683791,3.821083333333333,1,"[{'trial_type': 'own_stance', 'response': 0.83}, {'trial_type': 'own_stance', 'response': 0.79}, {'trial_type': 'own_stance', 'response': 0.75}, {'trial_type': 'own_stance', 'response': 0.83}]",1.7,-1,2
0.7,one_slider,"{'subject': 'Scientists', 'verb': 'think', 'comp': 'vaccinating children is a crucial measure for public health'}",14,Scientists,think,neut,vaccinating children is a crucial measure for public health,1.000000,english,2,Yes,31,Female,3,NA,NA,1591148683791,3.821083333333333,1,"[{'trial_type': 'own_stance', 'response': 0.83}, {'trial_type': 'own_stance', 'response': 0.79}, {'trial_type': 'own_stance', 'response': 0.75}, {'trial_type': 'own_stance', 'response': 0.83}]",1.7,0,1
0.94,one_slider,"{'subject': 'Scientists', 'verb': 'point out', 'comp': 'there is no link between vaccines and autism'}",15,Scientists,point out,pos,there is no link between vaccines and autism,1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,1,1
0.78,one_slider,"{'subject': 'Doctors', 'verb': 'argue', 'comp': 'children should be required to get vaccinated'}",15,Doctors,argue,neg,children should be required to get vaccinated,1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,-1,3
0.96,one_slider,"{'subject': 'Doctors', 'verb': 'suspect', 'comp': 'we have basically eradicated measles, thanks to vaccines'}",15,Doctors,suspect,pos,we have basically eradicated measles,1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,1,3
0.04,one_slider,"{'subject': 'Researchers', 'verb': 'suspect', 'comp': 'the absolute safety of vaccines is a misconception'}",15,Researchers,suspect,pos,the absolute safety of vaccines is a misconception,-1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,1,2
0.87,one_slider,"{'subject': 'Scientists', 'verb': 'claim', 'comp': 'people have sometimes still gotten sick, even after being vaccinated against the illness'}",15,Scientists,claim,neg,people have sometimes still gotten sick,-1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,-1,1
0.3,one_slider,"{'subject': 'Researchers', 'verb': 'point out', 'comp': 'parents should have a choice in whether they vaccinate their children'}",15,Researchers,point out,pos,parents should have a choice in whether they vaccinate their children,-1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,1,2
0.14,one_slider,"{'subject': 'Doctors', 'verb': 'insist', 'comp': 'vaccines are not as safe as many people imagine'}",15,Doctors,insist,neg,vaccines are not as safe as many people imagine,-1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,-1,3
0.83,one_slider,"{'subject': 'Scientists', 'verb': 'show', 'comp': 'the benefits of getting vaccinated far outweigh the risks'}",15,Scientists,show,pos,the benefits of getting vaccinated far outweigh the risks,1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,1,1
0.05,one_slider,"{'subject': 'Researchers', 'verb': 'say', 'comp': 'thimerosol, an active ingredient in the measles vaccine, can cause seizures'}",15,Researchers,say,neut,thimerosol,-1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,0,2
0.1,one_slider,"{'subject': 'Researchers', 'verb': 'say', 'comp': 'vaccines are not as effective as people think'}",15,Researchers,say,neut,vaccines are not as effective as people think,-1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,0,2
0.94,one_slider,"{'subject': 'Scientists', 'verb': 'find', 'comp': 'vaccines are a safe and effective way to save lives'}",15,Scientists,find,pos,vaccines are a safe and effective way to save lives,1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,1,1
0.84,one_slider,"{'subject': 'Scientists', 'verb': 'claim', 'comp': 'vaccines do not cause autism'}",15,Scientists,claim,neg,vaccines do not cause autism,1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,-1,1
0.81,one_slider,"{'subject': 'Researchers', 'verb': 'believe', 'comp': 'we need to be more aware of the risks posed by vaccines'}",15,Researchers,believe,neut,we need to be more aware of the risks posed by vaccines,-1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,0,2
0.88,one_slider,"{'subject': 'Scientists', 'verb': 'suspect', 'comp': 'vaccinating children is a crucial measure for public health'}",15,Scientists,suspect,pos,vaccinating children is a crucial measure for public health,1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,1,1
0.14,one_slider,"{'subject': 'Researchers', 'verb': 'show', 'comp': 'vaccine benefits are exaggerated and vaccine risks are downplayed by pharmaceutical companies'}",15,Researchers,show,pos,vaccine benefits are exaggerated and vaccine risks are downplayed by pharmaceutical companies,-1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,1,2
0.9,one_slider,"{'subject': 'Doctors', 'verb': 'point out', 'comp': 'without the vaccine, the epidemic would have been far more widespread'}",15,Doctors,point out,pos,without the vaccine,1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,1,3
0.85,one_slider,"{'subject': 'Scientists', 'verb': 'think', 'comp': 'many diseases can be contained with vaccines'}",15,Scientists,think,neut,many diseases can be contained with vaccines,1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,0,1
0.95,one_slider,"{'subject': 'Doctors', 'verb': 'find', 'comp': 'vaccines have saved countless lives'}",15,Doctors,find,pos,vaccines have saved countless lives,1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,1,3
0.07,one_slider,"{'subject': 'Scientists', 'verb': 'argue', 'comp': 'getting vaccinated can pose serious risks'}",15,Scientists,argue,neg,getting vaccinated can pose serious risks,-1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,-1,1
0.1,one_slider,"{'subject': 'Scientists', 'verb': 'find', 'comp': 'vaccines pose non-trivial risks'}",15,Scientists,find,pos,vaccines pose non-trivial risks,-1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,1,1
0.97,one_slider,"{'subject': 'Doctors', 'verb': 'think', 'comp': 'the vaccine-autism link is entirely a myth'}",15,Doctors,think,neut,the vaccine-autism link is entirely a myth,1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,0,3
0.05,one_slider,"{'subject': 'Researchers', 'verb': 'insist', 'comp': 'the mercury contained in vaccines is linked to autism risk'}",15,Researchers,insist,neg,the mercury contained in vaccines is linked to autism risk,-1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,-1,2
0.1,one_slider,"{'subject': 'Researchers', 'verb': 'believe', 'comp': 'vaccines were responsible for some cases of autism in children'}",15,Researchers,believe,neut,vaccines were responsible for some cases of autism in children,-1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,0,2
0.06,one_slider,"{'subject': 'Scientists', 'verb': 'insist', 'comp': 'many children have shown adverse reactions to vaccines'}",15,Scientists,insist,neg,many children have shown adverse reactions to vaccines,-1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,-1,1
0.88,one_slider,"{'subject': 'Doctors', 'verb': 'say', 'comp': 'concerns over vaccine injuries are generally unfounded'}",15,Doctors,say,neut,concerns over vaccine injuries are generally unfounded,1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,0,3
0.93,one_slider,"{'subject': 'Doctors', 'verb': 'believe', 'comp': 'vaccines are effective at preventing diseases like measles'}",15,Doctors,believe,neut,vaccines are effective at preventing diseases like measles,1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,0,3
0.05,one_slider,"{'subject': 'Scientists', 'verb': 'claim', 'comp': 'the campaign to get children vaccinated is driven in large part by drug companies'}",15,Scientists,claim,neg,the campaign to get children vaccinated is driven in large part by drug companies,-1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,-1,1
0.95,one_slider,"{'subject': 'Scientists', 'verb': 'argue', 'comp': 'the study linking vaccines to autism has been debunked'}",15,Scientists,argue,neg,the study linking vaccines to autism has been debunked,1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,-1,1
0.94,one_slider,"{'subject': 'Scientists', 'verb': 'show', 'comp': 'the link between vaccines and autism is unfounded'}",15,Scientists,show,pos,the link between vaccines and autism is unfounded,1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,1,1
0.1,one_slider,"{'subject': 'Researchers', 'verb': 'think', 'comp': 'vaccines do not guarantee immunity'}",15,Researchers,think,neut,vaccines do not guarantee immunity,-1.000000,english,2,Yes,36,Male,3,none,2.00,1591148794424,4.5498,1,"[{'trial_type': 'own_stance', 'response': 0.93}, {'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.4}, {'trial_type': 'own_stance', 'response': 0.97}]",2.45,0,2
0.07,one_slider,"{'subject': 'Researchers', 'verb': 'point out', 'comp': 'the mercury contained in vaccines is linked to autism risk'}",16,Researchers,point out,pos,the mercury contained in vaccines is linked to autism risk,-1.000000,english,1,Yes,34,Female,1,NA,2.00,1591149095929,4.25935,0,"[{'trial_type': 'own_stance', 'response': 0.98}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.89,1,2
0.69,one_slider,"{'subject': 'Doctors', 'verb': 'suspect', 'comp': 'we have basically eradicated measles, thanks to vaccines'}",16,Doctors,suspect,pos,we have basically eradicated measles,1.000000,english,1,Yes,34,Female,1,NA,2.00,1591149095929,4.25935,0,"[{'trial_type': 'own_stance', 'response': 0.98}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.89,1,3
0.94,one_slider,"{'subject': 'Doctors', 'verb': 'find', 'comp': 'vaccines are effective at preventing diseases like measles'}",16,Doctors,find,pos,vaccines are effective at preventing diseases like measles,1.000000,english,1,Yes,34,Female,1,NA,2.00,1591149095929,4.25935,0,"[{'trial_type': 'own_stance', 'response': 0.98}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.89,1,3
0.08,one_slider,"{'subject': 'Researchers', 'verb': 'say', 'comp': 'getting vaccinated can pose serious risks'}",16,Researchers,say,neut,getting vaccinated can pose serious risks,-1.000000,english,1,Yes,34,Female,1,NA,2.00,1591149095929,4.25935,0,"[{'trial_type': 'own_stance', 'response': 0.98}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.89,0,2
0.98,one_slider,"{'subject': 'Doctors', 'verb': 'believe', 'comp': 'many diseases can be contained with vaccines'}",16,Doctors,believe,neut,many diseases can be contained with vaccines,1.000000,english,1,Yes,34,Female,1,NA,2.00,1591149095929,4.25935,0,"[{'trial_type': 'own_stance', 'response': 0.98}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.89,0,3
0.13,one_slider,"{'subject': 'Researchers', 'verb': 'find', 'comp': 'parents should have a choice in whether they vaccinate their children'}",16,Researchers,find,pos,parents should have a choice in whether they vaccinate their children,-1.000000,english,1,Yes,34,Female,1,NA,2.00,1591149095929,4.25935,0,"[{'trial_type': 'own_stance', 'response': 0.98}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.89,1,2
0.95,one_slider,"{'subject': 'Researchers', 'verb': 'argue', 'comp': 'concerns over vaccine injuries are generally unfounded'}",16,Researchers,argue,neg,concerns over vaccine injuries are generally unfounded,1.000000,english,1,Yes,34,Female,1,NA,2.00,1591149095929,4.25935,0,"[{'trial_type': 'own_stance', 'response': 0.98}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.89,-1,2
0.95,one_slider,"{'subject': 'Researchers', 'verb': 'think', 'comp': 'vaccines do not cause autism'}",16,Researchers,think,neut,vaccines do not cause autism,1.000000,english,1,Yes,34,Female,1,NA,2.00,1591149095929,4.25935,0,"[{'trial_type': 'own_stance', 'response': 0.98}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.89,0,2
0.04,one_slider,"{'subject': 'Doctors', 'verb': 'think', 'comp': 'vaccines were responsible for some cases of autism in children'}",16,Doctors,think,neut,vaccines were responsible for some cases of autism in children,-1.000000,english,1,Yes,34,Female,1,NA,2.00,1591149095929,4.25935,0,"[{'trial_type': 'own_stance', 'response': 0.98}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.89,0,3
0.98,one_slider,"{'subject': 'Doctors', 'verb': 'say', 'comp': 'children should be required to get vaccinated'}",16,Doctors,say,neut,children should be required to get vaccinated,1.000000,english,1,Yes,34,Female,1,NA,2.00,1591149095929,4.25935,0,"[{'trial_type': 'own_stance', 'response': 0.98}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.89,0,3
0.98,one_slider,"{'subject': 'Scientists', 'verb': 'claim', 'comp': 'vaccinating children is a crucial measure for public health'}",16,Scientists,claim,neg,vaccinating children is a crucial measure for public health,1.000000,english,1,Yes,34,Female,1,NA,2.00,1591149095929,4.25935,0,"[{'trial_type': 'own_stance', 'response': 0.98}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.89,-1,1
0.32,one_slider,"{'subject': 'Doctors', 'verb': 'believe', 'comp': 'the campaign to get children vaccinated is driven in large part by drug companies'}",16,Doctors,believe,neut,the campaign to get children vaccinated is driven in large part by drug companies,-1.000000,english,1,Yes,34,Female,1,NA,2.00,1591149095929,4.25935,0,"[{'trial_type': 'own_stance', 'response': 0.98}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.89,0,3
0.93,one_slider,"{'subject': 'Researchers', 'verb': 'show', 'comp': 'the link between vaccines and autism is unfounded'}",16,Researchers,show,pos,the link between vaccines and autism is unfounded,1.000000,english,1,Yes,34,Female,1,NA,2.00,1591149095929,4.25935,0,"[{'trial_type': 'own_stance', 'response': 0.98}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.89,1,2
